job_id,title,Country,State,City,department,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent,salary_min,salary_max,fraud_label,has_salary
5639,Operations Manager,United Kingdom,NY,K Harrogate,Unknown,0,1,1,Full-time,Not Applicable,Unspecified,Marketing & Advertising,Management,0,20000.0,24000.0,Genuine,True
5640,Qa Engineer -Ux/Api Program,Lithuania,Unknown,Unknown,Ux/Api,0,1,0,Full-time,Unknown,Unknown,Information Technology & Services,Unknown,0,,,Genuine,False
5641,Advertising Sales Manager,United States,CA,San Bruno,Unknown,0,0,1,Full-time,Unknown,Unknown,Marketing & Advertising,Sales,0,,,Genuine,False
5642,Information Architect / Ux Designer,United States,CA,San Diego,Unknown,0,1,1,Full-time,Associate,Bachelor's Degree,Internet,Accounting/Auditing,0,,,Genuine,False
5643,Sales Representative,United States,VA,Chesapeake,Unknown,0,0,0,Full-time,Entry level,Unspecified,Financial Services,Sales,0,,,Genuine,False
5644,Customer Service Representatives,United States,SC,Col,Unknown,0,0,0,Full-time,Unknown,Unknown,Unknown,Customer Service,0,,,Genuine,False
5645,Administrator,United Kingdom,NY,K Harrogate,Unknown,0,1,1,Unknown,Not Applicable,Unspecified,Information Technology & Services,Accounting/Auditing,0,12500.0,14000.0,Genuine,True
5646,Experienced Male Caregivers Todaythe Best Pay  &  Awesome Benefits,United States,CO,Denver,Unknown,0,1,1,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
5647,Development Manager,United States,NY,New York City,Unknown,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Financial Services,Information Technology,0,100000.0,120000.0,Genuine,True
5648,Digital Marketing Manager,Germany,BE,Berlin,Marketing,0,1,1,Full-time,Associate,Bachelor's Degree,Internet,Marketing,0,,,Genuine,False
5649,Senior Ruby Engineer,United States,CA,Santa Monica,Unknown,0,1,1,Full-time,Mid-Senior level,Unknown,Internet,Engineering,0,,,Genuine,False
5650,Property Managers,United States,CA,San Diego,H3Rt,1,0,0,Full-time,Unknown,Unknown,Real Estate,Unknown,0,,,Genuine,False
5651,Graphic Designer,Greece,I,Athens,Creative,0,1,1,Full-time,Unknown,Unknown,Internet,Accounting/Auditing,0,,,Genuine,False
5652,English Teacher Abroad,United States,AZ,Tucson,Unknown,0,1,1,Contract,Unknown,Bachelor's Degree,Education Management,Unknown,0,,,Genuine,False
5653,Home Automation & Alarm Sales Office Launch - At & T Digital Life,United States,AR,Little Rock,Digital Life,0,1,0,Full-time,Unknown,Unknown,Security & Investigations,Sales,0,,,Genuine,False
5654,Senior Benefits Analyst,United States,CA,Redlands,Hr,0,1,0,Full-time,Unknown,Unknown,Information Technology & Services,Human Resources,0,,,Genuine,False
5656,Customer Service Technical Specialist,United States,NY,Armonk,Unknown,0,1,0,Full-time,Entry level,High School/equivalent,Consumer Services,Customer Service,0,,,Genuine,False
5657,Ruby Engineer,Poland,Unknown,Warszawa,Research  &  Development,0,1,1,Full-time,Mid-Senior level,Unknown,Internet,Engineering,0,,,Genuine,False
5658,Front-End Engineer,Poland,MZ,Warszawa,Research  &  Development,0,1,1,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
5659,Scrum Master,Germany,BE,Berlin,Engineering,0,1,1,Full-time,Associate,Certification,E-Learning,Engineering,0,,,Genuine,False
5660,Software Developer / Engineer,United States,Unknown,Unknown,Unknown,0,1,0,Full-time,Mid-Senior level,Unspecified,Computer Software,Engineering,0,,,Genuine,False
5661,Hr Manager,Poland,MZ,Warszawa,Hr,0,1,1,Full-time,Mid-Senior level,Unknown,Human Resources,Accounting/Auditing,0,,,Genuine,False
5662,Account Manager,United States,CA,Los Angeles,Sales,0,0,0,Part-time,Unknown,High School/equivalent,E-Learning,Accounting/Auditing,1,,,Fraudulent,False
5663,Technical Support Representative,United States,OH,Westerville,Unknown,0,1,1,Full-time,Not Applicable,Unspecified,Computer Software,Customer Service,0,,,Genuine,False
5664,Customer Support Receptionist / Agent French Native,Estonia,37,Tallinn,Customer Support,0,1,1,Full-time,Unknown,Unknown,Financial Services,Unknown,0,,,Genuine,False
5665,Office Manager,United States,SC,Beaufort,Accounting,0,1,0,Full-time,Not Applicable,High School/equivalent,Automotive,Accounting/Auditing,0,,,Genuine,False
5666,Graduates English Teacher Abroad,United States,CA,San Diego,Unknown,0,1,0,Contract,Unknown,Bachelor's Degree,Education Management,Unknown,0,,,Genuine,False
5667,Winter / Spring Internship,United States,DC,Washington,Unknown,0,1,1,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
5668,Designer - R & D Team,United Kingdom,Unknown,Unknown,R & D,0,1,1,Contract,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
5669,Senior Java Developer,Greece,I,Athens,Unknown,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Telecommunications,Accounting/Auditing,0,,,Genuine,False
5670,Sales Management Team -Houston Texas - At & T U-Verse,United States,TX,Houston,U-Verse,0,1,0,Full-time,Not Applicable,Unspecified,Consumer Services,Management,0,,,Genuine,False
5671,Junior Interactive Designer,Greece,I,Acharnai,Creative,0,1,1,Full-time,Entry level,Unknown,Marketing & Advertising,Design,0,,,Genuine,False
5672,Quality Assurance Analyst,United States,MO,Kansas City,Product Management,0,1,1,Full-time,Unknown,Bachelor's Degree,Information Technology & Services,Quality Assurance,0,,,Genuine,False
5673,Software Design Engineer,United States,CA,Palo Alto,Engineering,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Engineering,1,,,Fraudulent,False
5674,Customer Service Rep,United States,CA,Chula Vista,Unknown,0,1,0,Temporary,Associate,Associate Degree,Hospital & Health Care,Customer Service,0,,,Genuine,False
5675,Communications Assistant,United Kingdom,LN,D London,Pr,0,1,1,Full-time,Entry level,Unknown,Public Relations & Communications,Accounting/Auditing,0,,,Genuine,False
5676,Software Developer,Greece,I,Athens,Unknown,0,1,1,Full-time,Mid-Senior level,Unknown,Computer Software,Unknown,0,,,Genuine,False
5677,Content Director,United States,NY,New York,Unknown,0,1,0,Full-time,Mid-Senior level,Unknown,Marketing & Advertising,Marketing,0,,,Genuine,False
5678,Senior Corporate Partnership Development Manager,United Kingdom,LN,D Kingston,Unknown,0,0,0,Full-time,Mid-Senior level,Unknown,Nonprofit Organization Management,Business Development,0,40000.0,41000.0,Genuine,True
5679,Vp Of Content Partnerships,United States,CA,San Francisco,Unknown,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
5680,Global Payroll Administrator Fixed Term,United Kingdom,LN,D Kingston Upon Thames,Unknown,0,0,0,Full-time,Associate,Associate Degree,International Trade & Development,Administrative,0,20000.0,24000.0,Genuine,True
5681,Volunteer Relationship Manager,United Kingdom,LN,D Kingston,Unknown,0,0,0,Full-time,Mid-Senior level,Unknown,Nonprofit Organization Management,Marketing,0,34000.0,35000.0,Genuine,True
5682,Sales Associate,United States,MA,Burlington,Unknown,1,1,1,Contract,Unknown,Unspecified,Unknown,Sales,0,,,Genuine,False
5683,Web & Application Sales Representative,United States,CA,San Diego,Unknown,0,1,1,Full-time,Associate,Bachelor's Degree,Computer Software,Sales,0,,,Genuine,False
5684,Account Executive,United States,VA,Herndon,Unknown,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Telecommunications,Business Development,0,60000.0,100000.0,Genuine,True
5685,Chief Technical Officer,,Unknown,Unknown,Unknown,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
5686,Marketing & Business Development Intern,Canada,BC,Vancouver,Marketing,0,1,1,Unknown,Unknown,Unspecified,Marketing & Advertising,Marketing,0,,,Genuine,False
5687,Store Manager,Serbia,0,Delta Mall Store,Retail,0,1,1,Full-time,Mid-Senior level,Unknown,Retail,Sales,0,,,Genuine,False
5688,Network Marketing,United States,TX,Unknown,Unknown,0,0,0,Full-time,Not Applicable,Unspecified,Marketing & Advertising,Advertising,1,7200.0,1380000.0,Fraudulent,True
5689,Call Center Representative,United States,TX,Houston,Unknown,0,0,0,Full-time,Entry level,High School/equivalent,Telecommunications,Customer Service,1,1000.0,2000.0,Fraudulent,True
5690,Product Manager,China,51,Chengdu,Unknown,0,1,1,Full-time,Associate,Bachelor's Degree,Media Production,Product Management,0,,,Genuine,False
5691,Field Sales Executive,United Kingdom,ER,Y Wakefield,Sales,0,0,1,Full-time,Not Applicable,Unspecified,Printing,Sales,0,25000.0,30000.0,Genuine,True
5692,Network Marketing,United States,DE,Unknown,Unknown,0,0,0,Other,Not Applicable,Unspecified,Market Research,Marketing,1,7200.0,1380000.0,Fraudulent,True
5693,Oud Stage Marketing,Netherlands,UT,Amersfoort,Unknown,0,1,0,Unknown,Internship,Unknown,Marketing & Advertising,Marketing,0,,,Genuine,False
5694,Mobile Developer,Greece,I,Athens,Unknown,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Unknown,Unknown,0,,,Genuine,False
5695,Pr / Comms Manager In-House,United Kingdom,LN,D Shoreditch,Unknown,0,1,1,Full-time,Unknown,Unknown,Public Relations & Communications,Public Relations,0,26000.0,29000.0,Genuine,True
5696,Polish Speaking Customer Support Representative,Greece,I,Athens,Reservations,0,1,1,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
5697,Benefit Counselor,United States,GA,Atlanta,Unknown,0,0,1,Contract,Mid-Senior level,Unknown,Insurance,Unknown,0,,,Genuine,False
5698,Construction Engineer,United States,TX,Houston,Engineering - Construction,0,0,0,Full-time,Mid-Senior level,Master's Degree,Unknown,Engineering,1,,,Fraudulent,False
5699,Contract Engineer,United States,TX,Houston,Commercial Management / Contract Management,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Oil & Energy,Management,1,,,Fraudulent,False
5700,3D Audio Engineer,United States,CA,Brisbane,Unknown,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
5701,Caregiver-Cass/Berrien/Van Buren Counties,United States,MI,Niles Dowagiac Cassopolis Marcellus,Unknown,0,1,1,Part-time,Entry level,Unspecified,Hospital & Health Care,Health Care Provider,0,,,Genuine,False
5702,Sales Development Associate,United States,NY,New York,Sales,0,0,1,Full-time,Associate,Bachelor's Degree,Management Consulting,Sales,0,,,Genuine,False
5703,Copywriter Gunner,Greece,I,Athens,Unknown,0,1,1,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
5704,Ios Developer Lieutenant,Greece,I,Athens,Unknown,0,1,1,Full-time,Associate,Unknown,Computer Software,Engineering,0,,,Genuine,False
5705,Unix Systems Engineer,United States,PA,Unknown,Unknown,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Hardware,Information Technology,0,65000.0,70000.0,Genuine,True
5706,Sap Specialist,Greece,Unknown,Unknown,Unknown,0,1,0,Full-time,Mid-Senior level,Unknown,Unknown,Unknown,0,,,Genuine,False
5707,Health Care Worker Professional Advisor,United Kingdom,ED,H Edinburgh,Unknown,0,1,1,Full-time,Entry level,Unspecified,Hospital & Health Care,Health Care Provider,0,,,Genuine,False
5708,Medical Receptionist/Scheduler,United States,TX,Cleburne,Administrative,0,1,0,Part-time,Entry level,High School/equivalent,Mental Health Care,Administrative,0,,,Genuine,False
5709,Caregiver-Berrien County Michigan,United States,MI,Berrien County,Unknown,0,1,1,Part-time,Entry level,Unspecified,Hospital & Health Care,Health Care Provider,0,,,Genuine,False
5710,Android Software Engineer,United Kingdom,AN,T Belfast/Telecommute,Mobile Applications,1,1,0,Full-time,Mid-Senior level,Unknown,Consumer Electronics,Engineering,0,,,Genuine,False
5711,Accounts Payable Clerk,United States,IL,Westmont,Unknown,0,0,0,Part-time,Unknown,Unknown,Accounting,Unknown,0,,,Genuine,False
5712,Corporate Receptionist,United States,MD,Rockville,Unknown,0,0,0,Full-time,Associate,High School/equivalent,Environmental Services,Administrative,0,,,Genuine,False
5713,Software Engineer / Web Developer,Canada,QC,Montreal,It,0,1,0,Full-time,Associate,Bachelor's Degree,Internet,Information Technology,0,,,Genuine,False
5714,Tutorizon - Lead Developer,Greece,I,Unknown,Unknown,0,1,1,Full-time,Mid-Senior level,Unknown,Education Management,Unknown,0,,,Genuine,False
5715,Production Trading Floor Support,United States,NY,New York,It,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology & Services,Information Technology,0,,,Genuine,False
5716,Head Of Strategy & Planning,New Zealand,N,Auckland,Exec,0,1,0,Full-time,Executive,Master's Degree,Management Consulting,Strategy/Planning,0,180000.0,200000.0,Genuine,True
5717,Polish Speaking Customer Support Representative,Romania,B,Bucharest,Reservations,0,1,0,Full-time,Entry level,Unknown,Unknown,Unknown,0,,,Genuine,False
5718,Wsc Supervisor Night Shift,Romania,B,Bucharest,Unknown,0,1,0,Full-time,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
5719,Senior Informatica Developer/Consultant,United States,CO,Denver,Unknown,0,1,1,Other,Mid-Senior level,High School/equivalent,Information Technology & Services,Consulting,0,,,Genuine,False
5720,Business Development Manager,United Kingdom,LN,D London,Unknown,0,0,1,Full-time,Not Applicable,High School/equivalent,Marketing & Advertising,Business Development,0,35000.0,60000.0,Genuine,True
5721,Part Time Professionals,United States,MD,Fort Washington,Unknown,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,1,,,Fraudulent,False
5722,Junior Developer,Sweden,AB,Stockholm,Technology,0,1,1,Full-time,Associate,Unknown,Internet,Information Technology,0,,,Genuine,False
5723,Product Manager,Germany,BE,Berlin,Product,0,1,1,Full-time,Mid-Senior level,Unknown,Internet,Product Management,0,,,Genuine,False
5724,Administrative Assistant Payables,Netherlands,Unknown,Amsterdam,Finance,0,1,0,Full-time,Unknown,Unknown,Events Services,Finance,0,,,Genuine,False
5725,Sitecore Cms Developer,,Unknown,Unknown,Unknown,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
5726,Design,Greece,Unknown,Unknown,Design,0,1,1,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
5727,Cto/Director Of Recruiting,United States,NY,New York,Unknown,0,0,1,Full-time,Director,Bachelor's Degree,Internet,Information Technology,0,,,Genuine,False
5728,Senior Software Developer,United Kingdom,SR,Y Camberley,Technical,0,1,1,Full-time,Mid-Senior level,Unspecified,Information Technology & Services,Information Technology,0,40000.0,50000.0,Genuine,True
5729,Travel Consultation  &  Sales,Canada,AB,Red Deer,Unknown,0,1,0,Full-time,Not Applicable,Unspecified,Retail,Sales,0,,,Genuine,False
5730,Ad Operations Manager,United States,CA,El Segundo,Product Development,0,1,1,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
5731,Web Developer,Sweden,AB,Stockholm,Technology,0,1,0,Full-time,Mid-Senior level,Unknown,Internet,Information Technology,0,,,Genuine,False
5732,Mobile Platform Web Developer,United Kingdom,RI,C Twickenham,Unknown,0,1,0,Full-time,Mid-Senior level,Unknown,Information Technology & Services,Information Technology,0,40000.0,50000.0,Genuine,True
5733,English Teacher Abroad,United States,HI,Honolulu,Unknown,0,1,1,Contract,Unknown,Bachelor's Degree,Education Management,Unknown,0,,,Genuine,False
5734,Software Engineer Ruby On Rails,United States,CA,San Francisco,Engineering,0,1,0,Full-time,Associate,Unknown,Internet,Engineering,0,,,Genuine,False
5735,Part Time Ground Representative,United States,PA,Brookhaven,Unknown,0,0,0,Part-time,Not Applicable,High School/equivalent,Unknown,Unknown,0,0.0,20000.0,Genuine,True
5736,Ad Monetisation Expert,Sweden,AB,Stockholm,Commercial,0,1,0,Full-time,Mid-Senior level,Unknown,Internet,Information Technology,0,,,Genuine,False
5737,Junior Business Analyst  &  Quality Analyst Entry Level,United States,NJ,Piscataway,Unknown,0,0,0,Full-time,Entry level,Master's Degree,Financial Services,Finance,0,,,Genuine,False
5738,Clearview Energy Has Expanded To Houston & We A Sales Manager,United States,TX,Houston,Clearview,0,1,0,Full-time,Not Applicable,Unspecified,Consumer Services,Management,0,,,Genuine,False
5739,Senior Developer,Sweden,AB,Stockholm,Technology,0,1,0,Full-time,Mid-Senior level,Unknown,Internet,Information Technology,0,,,Genuine,False
5740,Brand Manager,Greece,I,Athens,Marcomm,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Renewables & Environment,Marketing,0,,,Genuine,False
5741,German Speaking Perl/Cgi Programmer On Unix,Germany,RP,Ludwigshafen,Unknown,0,1,0,Contract,Mid-Senior level,Unspecified,Information Technology & Services,Information Technology,0,,,Genuine,False
5742,Visual Design Engineer,Greece,Unknown,Unknown,Unknown,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology & Services,Information Technology,0,,,Genuine,False
5743,Customer Service Representative,United States,NY,New York,Unknown,0,1,0,Full-time,Associate,High School/equivalent,Consumer Services,Administrative,0,,,Genuine,False
5744,License Enforcement Officer,United States,Unknown,Unknown,Animal Control,0,1,1,Full-time,Entry level,High School/equivalent,Veterinary,Customer Service,0,20800.0,22880.0,Genuine,True
5745,Account Sales Managers,United States,NY,Long Island,Unknown,0,1,0,Full-time,Associate,High School/equivalent,Financial Services,Business Development,1,,,Fraudulent,False
5746,It Infrastructure & Control Manager,United Kingdom,LN,D London,It,0,1,1,Full-time,Unknown,Unspecified,Financial Services,Information Technology,0,,,Genuine,False
5747,Operations Manager - San Diego,United States,CA,San Diego,Operations,0,1,1,Full-time,Mid-Senior level,Unknown,Utilities,Management,0,,,Genuine,False
5748,Account Manager,United States,IL,Chicago,Unknown,0,0,1,Full-time,Entry level,Bachelor's Degree,Computer Hardware,Sales,0,,,Genuine,False
5749,Recruiting Coordinator,United States,TX,Houston,Administration,0,1,1,Full-time,Entry level,Bachelor's Degree,Financial Services,Human Resources,0,,,Genuine,False
5750,Information Architect & Ui/Ux Designer,United States,CA,San Diego,Unknown,0,1,1,Full-time,Associate,Bachelor's Degree,Internet,Design,0,,,Genuine,False
5751,Agency Sales Managers,United States,NY,Elmira,Unknown,0,1,0,Full-time,Unknown,High School/equivalent,Financial Services,Sales,1,,,Fraudulent,False
5752,Account Sales Managers,United States,NY,Buffalo,Unknown,0,1,0,Full-time,Associate,High School/equivalent,Financial Services,Business Development,1,,,Fraudulent,False
5753,Website Designer,Romania,Unknown,Unknown,Unknown,0,0,0,Temporary,Associate,Bachelor's Degree,Information Technology & Services,Design,0,,,Genuine,False
5754,Ui/Ux Designer,United States,CA,San Francisco,Product,0,1,0,Full-time,Not Applicable,Bachelor's Degree,Computer Software,Design,0,,,Genuine,False
5755,Product Manager,United States,CA,San Francisco,Product,0,1,0,Full-time,Not Applicable,Bachelor's Degree,Computer Software,Product Management,0,,,Genuine,False
5756,New York Captioning Assistant,United States,NY,Syracuse,Csd Relay,0,1,1,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
5757,Linux Systems Engineer ,,Unknown,Unknown,Unknown,0,1,1,Full-time,Unknown,Unknown,Computer Networking,Unknown,0,,,Genuine,False
5758,Python Backend Developer,United States,CA,San Francisco,Engineering,0,1,0,Full-time,Unknown,Unknown,Computer Software,Engineering,0,,,Genuine,False
5759,Field Technician,United States,OK,Tulsa,Unknown,0,0,0,Full-time,Associate,High School/equivalent,Environmental Services,Other,0,,,Genuine,False
5760,Agency Sales Managers,,Unknown,Unknown,Unknown,0,1,0,Full-time,Associate,High School/equivalent,Financial Services,Sales,1,,,Fraudulent,False
5761,Agency Sales Managers,United States,NY,Hudson Valley,Unknown,0,1,0,Full-time,Associate,High School/equivalent,Financial Services,Sales,1,,,Fraudulent,False
5762,Trainiee Life Insurance Agent,United States,WI,Madison,Unknown,1,0,0,Full-time,Unknown,Unknown,Insurance,Unknown,0,,,Genuine,False
5763,Android Developer,United States,TX,Austin,Unknown,1,1,1,Full-time,Unknown,Unknown,Computer Software,Unknown,0,,,Genuine,False
5764,Start-Up Pr Account Executive,United Kingdom,LN,D London,Unknown,0,0,1,Full-time,Associate,Unknown,Public Relations & Communications,Unknown,0,20000.0,24000.0,Genuine,True
5765,Junior Android Developer,United States,CA,Carlsbad,Unknown,0,1,1,Full-time,Mid-Senior level,Unknown,Computer Software,Unknown,0,,,Genuine,False
5766,Pre-Sales Executive,Greece,Unknown,Athens,Sales,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Telecommunications,Sales,0,,,Genuine,False
5767,Auditor,United States,MO,St. Louis,Unknown,0,0,0,Full-time,Unknown,Unknown,Accounting,Unknown,0,,,Genuine,False
5768,Administrative Assistant,United States,Unknown,Harrisburg,Unknown,0,1,1,Full-time,Associate,Unknown,Marketing & Advertising,Administrative,0,,,Genuine,False
5769,Accounting Clerk - Pharmaceuticals,United States,TX,Houston,Unknown,0,1,1,Full-time,Unknown,Bachelor's Degree,Pharmaceuticals,Accounting/Auditing,0,,,Genuine,False
5770,Senior Sales Executive,United Kingdom,LN,D London,Growth,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Marketing & Advertising,Sales,0,45000.0,60000.0,Genuine,True
5771,Senior Application Developer,United States,NC,Charlotte,Development,0,0,0,Full-time,Mid-Senior level,Unknown,Computer Software,Unknown,0,,,Genuine,False
5772,Front End Designer,United States,CA,Carlsbad,Design,0,1,1,Full-time,Associate,Unspecified,Computer Software,Design,0,,,Genuine,False
5773,Mobile App Developer Android / Ios,Bulgaria,23,Sofia,Unknown,0,1,1,Full-time,Unknown,Unknown,Information Technology & Services,Information Technology,0,12000.0,24000.0,Genuine,True
5774,Sales Engineer,United States,GA,Atlanta,Unknown,0,0,0,Full-time,Unknown,Unknown,Marketing & Advertising,Unknown,0,,,Genuine,False
5775,Data Engineer - Risk,United Kingdom,Unknown,London,Risk,0,1,1,Full-time,Associate,Bachelor's Degree,Financial Services,Engineering,0,,,Genuine,False
5776,Web Application Engineer,United States,TX,Austin,Unknown,1,1,1,Full-time,Unknown,Bachelor's Degree,Computer Software,Unknown,0,,,Genuine,False
5777,Account Manager,South Africa,GT,Four Ways,Unknown,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Banking,Sales,0,,,Genuine,False
5778,Office Manager Uk Maternity Cover,United Kingdom,Unknown,London,Unknown,0,1,0,Full-time,Associate,Unknown,Events Services,Unknown,0,,,Genuine,False
5779,Seo Specialist,Poland,MZ,Warszawa,Marketing,0,1,1,Full-time,Unknown,Unspecified,Internet,Marketing,0,,,Genuine,False
5780,Web Application Engineer,United States,CA,San Francisco,Unknown,1,1,1,Full-time,Unknown,Bachelor's Degree,Computer Software,Unknown,0,,,Genuine,False
5781,Caregiver- Marcellus/Lawton,United States,MI,Marcellus Lawton,Unknown,0,1,1,Part-time,Unknown,Unknown,"Health, Wellness & Fitness",Health Care Provider,0,,,Genuine,False
5782,User Analytics Associate,Israel,JM,Jerusalem,Crm,0,1,0,Full-time,Entry level,Unspecified,Computer Software,Customer Service,0,,,Genuine,False
5784,Position Admin Assistant,Australia,NS,W Sydney,Unknown,0,0,1,Part-time,Internship,Unspecified,Executive Office,Administrative,1,22000.0,28000.0,Fraudulent,True
5785,"Ilog Developer - Contract -Mclean, Va",United States,VA,Mclean,Unknown,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
5786,Java / Full Stack Developer,United Kingdom,Unknown,Bedford,Tech,1,1,1,Full-time,Associate,Unspecified,Computer Software,Information Technology,0,30000.0,60000.0,Genuine,True
5787,Ui / Ux Designer,United States,CA,San Francisco,Unknown,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
5788,Integration Engineer,United Kingdom,LN,D,Unknown,0,1,1,Full-time,Unknown,Unknown,Unknown,Unknown,0,40000.0,60000.0,Genuine,True
5789,Senior Php Developer,New Zealand,N,Auckland,Product,0,1,1,Full-time,Mid-Senior level,Unknown,Information Technology & Services,Human Resources,0,,,Genuine,False
5790,Inbound Customer Service Representative,New Zealand,N,Auckland,Unknown,0,1,1,Full-time,Entry level,Unknown,Telecommunications,Customer Service,0,,,Genuine,False
5791,Junior Seo Specialist,Poland,MZ,Warszawa,Marketing,0,1,1,Full-time,Internship,Unspecified,Internet,Marketing,0,,,Genuine,False
5792,Headhunter / Recruiter - Partner,United States,VA,Ashburn,Unknown,0,1,1,Full-time,Mid-Senior level,Unspecified,Human Resources,Business Development,0,,,Genuine,False
5793,Php Developer,United States,CA,El Segundo,Technology,0,1,1,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
5794,Head Of Sales - B2B,United Kingdom,LN,D London,Sales,0,1,0,Full-time,Mid-Senior level,Unknown,Automotive,Sales,0,,,Genuine,False
5795,Texas Communication Assistant,United States,TX,Lubbock,Csd Relay,0,1,1,Part-time,Entry level,High School/equivalent,Telecommunications,Customer Service,0,,,Genuine,False
5796,Security Officer So,United States,WA,Seattle,Department,0,1,1,Full-time,Unknown,High School/equivalent,Security & Investigations,Unknown,0,,,Genuine,False
5797,Bi Developer,United States,WA,Redmond,Unknown,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Unknown,Unknown,0,,,Genuine,False
5798,Graphic Design/Prepress,United States,NJ,Chatham,Unknown,0,1,1,Temporary,Internship,Unspecified,Printing,Art/Creative,0,,,Genuine,False
5799,Hr Recruiter,Greece,I,Unknown,Unknown,0,1,1,Temporary,Internship,Bachelor's Degree,Education Management,Human Resources,0,,,Genuine,False
5800,Full-Stack Analytics Engineer Remote/Telecommute,United States,Unknown,Unknown,Engineering,1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Engineering,0,100000.0,120000.0,Genuine,True
5801,Sales Intern Part-Time,Portugal,13,Porto,Marketing  &  Sales,0,1,1,Part-time,Entry level,Unknown,Unknown,Sales,0,,,Genuine,False
5802,Junior Salesuk Market,Portugal,11,Lisbon,Unknown,0,1,1,Full-time,Entry level,Bachelor's Degree,Internet,Sales,0,,,Genuine,False
5803,Property Preservation Work Order Updater,United States,Unknown,Unknown,Unknown,0,0,0,Full-time,Entry level,High School/equivalent,Unknown,General Business,0,,,Genuine,False
5804,Online Community Manager,United States,NY,New York,Communications,0,1,1,Contract,Associate,Bachelor's Degree,Civic & Social Organization,Marketing,0,,,Genuine,False
5805,Administrative Assistant/Office Assistant,United States,Unknown,Unknown,Admin/Clerical,1,0,1,Full-time,Entry level,Unspecified,Accounting,Administrative,1,35000.0,50000.0,Fraudulent,True
5806,Outbound Appointment Setter,New Zealand,N,Auckland,Unknown,0,1,1,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
5807,Design Manager / Lead Engineer - Power Electronics,New Zealand,N,Auckland,Engineering,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Electrical/Electronic Manufacturing,Engineering,0,120000.0,150000.0,Genuine,True
5808,Sales Representative Electrical/Data,New Zealand,N,Auckland,Unknown,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
5809,Employee Relations Specialist,United States,TX,Austin,	Corporate Shared Services,0,1,1,Full-time,Entry level,High School/equivalent,Human Resources,Administrative,1,35000.0,45000.0,Fraudulent,True
5810,Data Intern - Retail  &  Apparel Analysis,United Kingdom,LN,D London,Fashion:Internships,0,1,1,Other,Internship,Unknown,Apparel & Fashion,Unknown,0,14000.0,14000.0,Genuine,True
5811,"Quality Improvement/Risk Management Executive Near Santa Monica, Ca",United States,Unknown,Unknown,Unknown,0,0,0,Full-time,Executive,Unknown,Hospital & Health Care,Quality Assurance,0,,,Genuine,False
5813,"Account Executive - Houston, Tx",United States,TX,Houston,Esri,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Sales,0,,,Genuine,False
5814,Assistant Manager,Belgium,Unknown,Unknown,Unknown,0,0,1,Full-time,Entry level,High School/equivalent,Executive Office,Accounting/Auditing,0,,,Genuine,False
